label,Motif
PC 19680036,0
PC 19680037,0
PC 19680038,0
PC 19680039,0
PC 19680040,0
PC 19680041,0
PC 19680042,0
PC 19680043,0
PC 19680044,0
PC 19680045,0
PC 19680046,Gorgon
PC 19680047,Gorgon
PC 19680047,Tongue
PC 19680048,Gorgon
PC 19680049,Feline
PC 19680050,Griffin
PC 19680050,Tongue
PC 19680051,0
PC 19680052,Gorgon
PC 19680053,Feline
PC 19680054,0
PC 19680055,0
PC 19680056,0
PC 19680057,Rosette
PC 19680058,0
PC 19680059,0
PC 19680060,0
PC 19680061,0
PC 19680062,0
PC 19680063,0
PC 19680064,0
PC 19680065,0
PC 19680066,0
PC 19680067,Tongue
PC 19680067,Gorgon
PC 19680068,Gorgon
PC 19680068,Tongue
PC 19680069,Tongue
PC 19680069,Gorgon
PC 19680070,Gorgon
PC 19680071,0
PC 19680072,0
PC 19680073,0
PC 19680074,Rosette
PC 19680075,Rosette
PC 19680076,0
PC 19680077,Rosette
PC 19680078,Rosette
PC 19680079,0
PC 19680080,0
PC 19680081,0
PC 19680082,0
PC 19680083,0
PC 19680084,0
PC 19680085,Rosette
PC 19680086,Horse Race
PC 19680087,Horse Race
PC 19680088,Horse Race
PC 19680089,Horse Race
PC 19680090,Horse Race
PC 19680091,Horse Race
PC 19680092,0
PC 19680093,Horse Race
PC 19680094,Horse Race
PC 19680095,Horse Race
PC 19680096,Horse Race
PC 19680097,Horse Race
PC 19680098,Horse Race
PC 19680099,Horse Race
PC 19680100,0
PC 19680101,Horse Race
PC 19680102,Guilloche
PC 19680102,Horse Race
PC 19680103,Horse Race
PC 19680104,Horse Race
PC 19680105,Horse Race
PC 19680106,Horse Race
PC 19680107,Horse Race
PC 19680108,Horse Race
PC 19680109,Horse Race
PC 19680110,Horse Race
PC 19680111,Horse Race
PC 19680112,Horse Race
PC 19680113,Quadruped
PC 19680113,Animal
PC 19680114,Horse Race
PC 19680115,Horse Race
PC 19680116,Animal
PC 19680116,Feline
PC 19680117,Horse Race
PC 19680118,Horse Race
PC 19680119,Rabbit
PC 19680120,Rosette
PC 19680120,Feline
PC 19680121,Guilloche
PC 19680121,Horse Race
PC 19680122,Horse Race
PC 19680123,Horse Race
PC 19680124,Horse Race
PC 19680125,Horse Race
PC 19680126,Horse Race
PC 19680127,Horse Race
PC 19680128,Horse Race
PC 19680129,Gorgon
PC 19680130,Gorgon
PC 19680131,0
PC 19680132,0
PC 19680133,Banquet
PC 19680134,Banquet
PC 19680135,Guilloche
PC 19680135,Banquet
PC 19680136,0
PC 19680137,0
PC 19680138,Banquet
PC 19680139,Banquet
PC 19680140,Seated Figure
PC 19680141,Female
PC 19680141,Banquet
PC 19680142,Banquet
PC 19680142,Female
PC 19680143,Banquet
PC 19680144,Guilloche
PC 19680144,Procession
PC 19680145,Seated Figure
PC 19680146,Guilloche
PC 19680146,Seated Figure
PC 19680147,0
PC 19680148,0
PC 19680149,0
PC 19680150,0
PC 19680151,Rosette
PC 19680152,0
PC 19680153,Tongue
PC 19680153,Gorgon
PC 19680154,Gorgon
PC 19680155,Gorgon
PC 19680156,0
PC 19680157,0
PC 19680158,0
PC 19680159,0
PC 19680160,0
PC 19680161,Feline
PC 19680162,Female
PC 19680163,Griffin
PC 19680164,Bird
PC 19680165,0
PC 19680166,Gorgon
PC 19680167,0
PC 19680168,0
PC 19680169,0
PC 19680170,0
PC 19680171,0
PC 19680172,0
PC 19680173,0
PC 19680174,0
PC 19680175,0
PC 19680176,Rosette
PC 19680177,0
PC 19680178,Rosette
PC 19680179,0
PC 19680180,0
PC 19680181,0
PC 19680182,0
PC 19680183,Rosette
PC 19680184,Tongue
PC 19680184,Gorgon
PC 19680185,Gorgon
PC 19680186,Gorgon
PC 19680187,0
PC 19680188,0
PC 19680189,0
PC 19680190,0
PC 19680191,0
PC 19680192,0
PC 19680193,Rosette
PC 19680194,Rosette
PC 19680195,Rosette
PC 19680196,Bearded
PC 19680196,Bearded Head
PC 19680197,0
PC 19680198,0
PC 19680199,Gorgon
PC 19680200,Bearded
PC 19680201,Tongue
PC 19680201,Gorgon
PC 19680202,Tongue
PC 19680202,Gorgon
PC 19680203,Gorgon
PC 19680204,Gorgon
PC 19680205,Tongue
PC 19680205,Gorgon
PC 19680206,Gorgon
PC 19680207,Gorgon
PC 19680208,Gorgon
PC 19680209,0
PC 19680210,0
PC 19680211,Rosette
PC 19680212,0
PC 19680213,0
PC 19680214,0
PC 19680215,0
PC 19680216,Feline
PC 19680217,0
PC 19680218,0
PC 19680219,0
PC 19680220,Gorgon
PC 19680221,Gorgon
PC 19680222,0
PC 19680223,Tongue
PC 19680223,Gorgon
PC 19680224,Tongue
PC 19680224,Gorgon
PC 19680225,Gorgon
PC 19680226,Gorgon
PC 19680227,0
PC 19680228,Tongue
PC 19680228,Gorgon
PC 19680229,0
PC 19680230,Rosette
PC 19680231,0
PC 19680232,Feline
PC 19680233,0
PC 19680234,0
PC 19680235,0
PC 19680236,0
PC 19680237,0
PC 19680238,0
PC 19680239,0
PC 19680240,0
PC 19680241,0
PC 19680242,0
PC 19680243,0
PC 19680244,0
PC 19680245,0
PC 19680246,0
PC 19680247,0
PC 19680248,0
PC 19680249,0
PC 19680250,Rosette
PC 19680251,Horse Race
PC 19680252,Horse Race
PC 19680253,Horse Race
PC 19680254,Horse Race
PC 19680255,Horse Race
PC 19680256,Horse Race
PC 19680257,Horse Race
PC 19680258,Horse Race
PC 19680259,Horse Race
PC 19680260,Horse Race
PC 19680261,Horse Race
PC 19680262,Horse Race
PC 19680263,Horse Race
PC 19680264,Seated Figure
PC 19680265,Seated Figure
PC 19680266,Seated Figure
PC 19680267,Seated Figure
PC 19680268,Seated Figure
PC 19680269,Seated Figure
PC 19680270,Seated Figure
PC 19680271,Seated Figure
PC 19680272,Seated Figure
PC 19680273,Seated Figure
PC 19680274,Horse Race
PC 19680275,0
PC 19680276,0
PC 19680277,Feline
PC 19680278,0
PC 19680279,Seated Figure
PC 19680279,Procession
PC 19680280,0
PC 19680281,0
PC 19680282,0
PC 19680283,0
PC 19680284,0
PC 19680285,0
PC 19680286,Banquet
PC 19680287,0
PC 19680288,0
PC 19680289,Horse Race
PC 19680290,Gorgon
PC 19680291,Gorgon
PC 19680292,Rosette
PC 19680293,Seated Figure
PC 19680294,Seated Figure
PC 19680294,Guilloche
PC 19680295,Seated Figure
PC 19680296,Seated Figure
PC 19680297,Seated Figure
PC 19680298,Guilloche
PC 19680298,Seated Figure
PC 19680299,Seated Figure
PC 19680300,Seated Figure
PC 19680301,Seated Figure
PC 19680302,Guilloche
PC 19680302,Seated Figure
PC 19680303,Seated Figure
PC 19680304,Seated Figure
PC 19680304,Guilloche
PC 19680305,Seated Figure
PC 19680306,Seated Figure
PC 19680307,Seated Figure
PC 19680308,Seated Figure
PC 19680309,Seated Figure
PC 19680310,Seated Figure
PC 19680311,Seated Figure
PC 19680312,Seated Figure
PC 19680313,Seated Figure
PC 19680313,Guilloche
PC 19680314,Seated Figure
PC 19680315,Guilloche
PC 19680315,Seated Figure
PC 19680316,Seated Figure
PC 19680317,Seated Figure
PC 19680318,Seated Figure
PC 19680319,Seated Figure
PC 19680320,Seated Figure
PC 19680321,Seated Figure
PC 19680321,Guilloche
PC 19680322,Seated Figure
PC 19680323,Seated Figure
PC 19680324,Seated Figure
PC 19680325,Guilloche
PC 19680325,Seated Figure
PC 19680326,Seated Figure
PC 19680327,Seated Figure
PC 19680328,Seated Figure
PC 19680329,Seated Figure
PC 19680330,Seated Figure
PC 19680331,0
PC 19680332,0
PC 19680333,0
PC 19680334,0
PC 19680335,0
PC 19680336,0
PC 19680337,Female
PC 19680337,Seated Figure
PC 19680337,Procession
PC 19680338,Feline
PC 19680339,Rosette
PC 19680340,Rosette
PC 19680341,0
PC 19680342,0
PC 19680343,0
PC 19680344,0
PC 19680345,Banquet
PC 19680346,Banquet
PC 19680347,Banquet
PC 19680348,Guilloche
PC 19680348,Banquet
PC 19680349,Banquet
PC 19680350,Banquet
PC 19680351,Guilloche
PC 19680351,Banquet
PC 19680352,Banquet
PC 19680353,Banquet
PC 19680354,Banquet
PC 19680355,Banquet
PC 19680356,Banquet
PC 19680357,Banquet
PC 19680358,Banquet
PC 19680359,Banquet
PC 19680360,Banquet
PC 19680361,Banquet
PC 19680362,Banquet
PC 19680363,Banquet
PC 19680364,Banquet
PC 19680365,Banquet
PC 19680366,Banquet
PC 19680367,Banquet
PC 19680368,Banquet
PC 19680369,Banquet
PC 19680370,Banquet
PC 19680371,0
PC 19680372,0
PC 19680373,0
PC 19680374,0
PC 19680375,0
PC 19680376,0
PC 19680377,0
PC 19680378,0
PC 19680379,Guilloche
PC 19680380,0
PC 19680381,Procession
PC 19680382,Procession
PC 19680383,Procession
PC 19680384,Procession
PC 19680384,Female
PC 19680385,Seated Figure
PC 19680385,Procession
PC 19680386,Procession
PC 19680386,Seated Figure
PC 19680387,Female
PC 19680387,Procession
PC 19680387,Seated Figure
PC 19680388,Female
PC 19680388,Procession
PC 19680389,Procession
PC 19680390,Lion
PC 19680390,Female
PC 19680390,Gorgon
PC 19680391,Female
PC 19680391,Procession
PC 19680392,Procession
PC 19680392,Seated Figure
PC 19680393,Seated Figure
PC 19680393,Procession
PC 19680394,Procession
PC 19680395,Procession
PC 19680395,Female
PC 19680395,Seated Figure
PC 19680396,Procession
PC 19680397,Seated Figure
PC 19680397,Procession
PC 19680397,Female
PC 19680398,Procession
PC 19680398,Seated Figure
PC 19680398,Female
PC 19680399,Procession
PC 19680400,Seated Figure
PC 19680401,Procession
PC 19680401,Seated Figure
PC 19680401,Female
PC 19680402,Procession
PC 19680403,Seated Figure
PC 19680403,Female
PC 19680403,Procession
PC 19680404,Dots
PC 19680405,0
PC 19680406,Banquet
PC 19680407,Banquet
PC 19680408,Banquet
PC 19680409,Horse Race
PC 19680410,0
PC 19680411,Palmette
PC 19680412,0
PC 19680413,0
PC 19680414,0
PC 19680415,0
PC 19680416,0
PC 19680417,0
PC 19680418,0
PC 19680419,Deer
PC 19680420,0
PC 19680421,0
PC 19680422,0
PC 19680423,0
PC 19680424,0
PC 19680425,Bird
PC 19680425,Tongue
PC 19680426,Bird
PC 19680427,0
PC 19680428,0
PC 19680429,0
PC 19680430,Gorgon
PC 19680431,Female
PC 19680432,0
PC 19680433,Volute
PC 19680434,Panther
PC 19680434,Feline
PC 19680434,Circles
PC 19680435,0
PC 19680436,Tongue
PC 19680437,Dots
PC 19680438,0
PC 19680439,0
PC 19680440,0
PC 19680441,0
PC 19680442,Palmette
PC 19680443,Palmette
PC 19680444,0
PC 19680445,Lotus
PC 19680445,Flower
PC 19680446,Banquet
PC 19680447,Banquet
PC 19680448,Banquet
PC 19680449,Banquet
PC 19680450,Banquet
PC 19680451,Banquet
PC 19680452,Horse Race
PC 19680453,0
PC 19680454,0
PC 19680455,Horse Race
PC 19680455,Guilloche
PC 19680456,0
PC 19680457,0
PC 19680458,0
PC 19680459,0
PC 19680460,Seated Figure
PC 19680461,Seated Figure
PC 19680462,Seated Figure
PC 19680463,Seated Figure
PC 19680464,Seated Figure
PC 19680465,Seated Figure
PC 19680466,Seated Figure
PC 19680467,0
PC 19680468,Feline
PC 19680469,Gorgon
PC 19680470,Gorgon
PC 19680471,Seated Figure
PC 19680472,Griffin
PC 19680473,Griffin
PC 19680474,0
PC 19680475,0
PC 19680476,0
PC 19680477,0
PC 19680478,0
PC 19680479,0
PC 19680480,Rosette
PC 19680480,Meander
PC 19680481,Rosette
PC 19680481,Meander
PC 19680482,Rosette
PC 19680483,Meander
PC 19680484,0
PC 19680485,Gorgon
PC 19680486,0
PC 19680487,0
PC 19680488,0
PC 19680489,0
PC 19680490,0
PC 19680491,0
PC 19680492,0
PC 19680493,Palmette
PC 19680494,0
PC 19680495,0
PC 19680496,0
PC 19680497,0
PC 19680498,0
PC 19680499,0
PC 19680500,Bird
PC 19680500,Lion
PC 19680500,Sphinx
PC 19680501,0
PC 19680502,Rosette
PC 19680503,0
PC 19680504,Rosette
PC 19680505,0
PC 19680506,0
PC 19680507,0
PC 19680508,0
PC 19680509,0
PC 19680510,0
PC 19680511,Animal
PC 19680512,0
PC 19680513,0
PC 19680514,0
PC 19680515,0
PC 19680516,0
PC 19680517,Sphinx
PC 19680518,0
PC 19680519,0
PC 19680520,0
PC 19680521,0
PC 19680522,Gorgon
PC 19680523,0
PC 19680524,Guilloche
PC 19680524,Lotus
PC 19680524,Procession
PC 19680525,Procession
PC 19680525,Female
PC 19680526,Guilloche
PC 19680526,Seated Figure
PC 19680527,Seated Figure
PC 19680527,Guilloche
PC 19680528,Guilloche
PC 19680528,Horse Race
PC 19680529,0
PC 19680530,0
PC 19680531,0
PC 19680532,0
PC 19680533,0
PC 19680534,0
PC 19680535,0
PC 19680536,0
PC 19680537,0
PC 19680538,0
PC 19680539,0
PC 19680540,0
PC 19680541,0
PC 19680542,0
PC 19680543,0
PC 19680544,0
PC 19680545,0
PC 19680546,0
PC 19680547,0
PC 19680548,0
PC 19680549,0
PC 19680550,0
PC 19680551,0
PC 19680552,0
PC 19680553,Tongue
PC 19680553,Feline
PC 19680554,Feline
PC 19680555,Female
PC 19680555,Banquet
PC 19680556,Guilloche
PC 19680556,Horse Race
PC 19680557,Procession
PC 19680558,Guilloche
PC 19680558,Seated Figure
PC 19680559,0
PC 19680560,Hair
PC 19680561,Guilloche
PC 19680561,Horse Race
PC 19680562,0
PC 19680563,0
PC 19680564,0
PC 19680565,0
PC 19680566,0
PC 19680567,Seated Figure
PC 19680568,Seated Figure
PC 19680569,Seated Figure
PC 19680570,Seated Figure
PC 19680571,0
PC 19680572,0
PC 19680573,0
PC 19680574,0
PC 19680575,0
PC 19680576,Seated Figure
PC 19680577,Seated Figure
PC 19680578,Seated Figure
PC 19680579,Seated Figure
PC 19680580,Seated Figure
PC 19680581,Seated Figure
PC 19680582,0
PC 19680583,Seated Figure
PC 19680584,Seated Figure
PC 19680585,0
PC 19680586,Seated Figure
PC 19680587,Seated Figure
PC 19680588,Seated Figure
PC 19680589,Seated Figure
PC 19680590,Seated Figure
PC 19680591,0
PC 19680592,Seated Figure
PC 19680593,Feline
PC 19680594,Seated Figure
PC 19680595,Seated Figure
PC 19680596,Seated Figure
PC 19680597,Seated Figure
PC 19680598,Feline
PC 19680599,0
PC 19680600,0
PC 19680601,0
PC 19680602,0
PC 19680603,0
PC 19680604,0
PC 19680605,0
PC 19680606,0
PC 19680607,0
PC 19680608,0
PC 19680609,0
PC 19680610,0
PC 19680611,Tongue
PC 19680612,0
PC 19680613,0
PC 19680614,0
PC 19680615,0
PC 19680616,0
PC 19680617,0
PC 19680618,0
PC 19680619,0
PC 19680620,0
PC 19680621,0
PC 19680622,0
PC 19680623,0
PC 19680624,0
PC 19680625,0
PC 19680626,0
PC 19680627,0
PC 19680628,0
PC 19680629,Gorgon
PC 19680630,0
PC 19680631,0
PC 19680632,0
PC 19680633,0
PC 19680634,0
PC 19680635,Sphinx
PC 19680636,Rosette
PC 19680637,Feline
PC 19680638,Feline
PC 19680639,Feline
PC 19680640,Feline
PC 19680641,Feline
PC 19680642,Feline
PC 19680643,Feline
PC 19680644,Feline
PC 19680645,Feline
PC 19680646,Feline
PC 19680647,Feline
PC 19680648,Feline
PC 19680649,Feline
PC 19680650,Feline
PC 19680651,Feline
PC 19680652,Feline
PC 19680653,Feline
PC 19680654,Feline
PC 19680655,Feline
PC 19680656,Feline
PC 19680657,Feline
PC 19680658,Rosette
PC 19680659,0
PC 19680660,0
PC 19680661,0
PC 19680662,0
PC 19680663,Guilloche
PC 19680664,0
PC 19680665,0
PC 19680666,0
PC 19680667,0
PC 19680668,0
PC 19680669,0
PC 19680670,0
PC 19680671,Rabbit
PC 19680672,0
PC 19680673,0
PC 19680674,Guilloche
PC 19680675,Rabbit
PC 19680676,Rabbit
PC 19680677,Guilloche
PC 19680678,Guilloche
PC 19680679,Guilloche
PC 19680680,Guilloche
PC 19680681,Guilloche
PC 19680682,Guilloche
PC 19680683,Guilloche
PC 19680684,Guilloche
PC 19680685,Guilloche
PC 19680686,Guilloche
PC 19680686,Rabbit
PC 19680687,Guilloche
PC 19680687,Rabbit
PC 19680688,Rabbit
PC 19680688,Guilloche
PC 19680689,Rabbit
PC 19680690,Rabbit
PC 19680691,Rabbit
PC 19680692,0
PC 19680693,Guilloche
PC 19680694,Guilloche
PC 19680695,0
PC 19680696,0
PC 19680697,0
PC 19680698,0
PC 19680699,0
PC 19680700,0
PC 19680701,0
PC 19680702,Guilloche
PC 19680703,0
PC 19680704,Guilloche
PC 19680705,0
PC 19680706,Guilloche
PC 19680707,Guilloche
PC 19680708,Guilloche
PC 19680709,Rabbit
PC 19680709,Guilloche
PC 19680710,Rabbit
PC 19680711,Guilloche
PC 19680712,Guilloche
PC 19680712,Rabbit
PC 19680713,0
PC 19680714,0
PC 19680715,Guilloche
PC 19680715,Rabbit
PC 19680716,Guilloche
PC 19680717,Rabbit
PC 19680717,Guilloche
PC 19680718,Rosette
PC 19680719,Guilloche
PC 19680720,Feline
PC 19680721,Rosette
PC 19680722,Rosette
PC 19680723,Rosette
PC 19680724,Rosette
PC 19680725,0
PC 19680726,Rosette
PC 19680727,0
PC 19680728,0
PC 19680729,0
PC 19680730,Rosette
PC 19680731,0
PC 19680732,0
PC 19680733,Rosette
PC 19680734,0
PC 19680735,Rosette
PC 19680736,Rosette
PC 19680737,Rosette
PC 19680738,0
PC 19680739,0
PC 19680740,0
PC 19680741,0
PC 19680742,Rosette
PC 19680743,0
PC 19680744,Rosette
PC 19680745,Rosette
PC 19680746,Rosette
PC 19680747,0
PC 19680748,Rosette
PC 19680749,Rosette
PC 19680750,Rosette
PC 19680751,Rosette
PC 19680752,Rosette
PC 19680753,Rosette
PC 19680754,Rosette
PC 19680755,Rosette
PC 19680756,0
PC 19680757,0
PC 19680758,0
PC 19680759,Rosette
PC 19680760,Rosette
PC 19680761,Rosette
PC 19680762,Rosette
PC 19680763,0
PC 19680764,0
PC 19680765,Rosette
PC 19680766,0
PC 19680767,Rosette
PC 19680768,Rosette
PC 19680769,Rosette
PC 19680770,0
PC 19680771,0
PC 19680772,Rosette
PC 19680773,Rosette
PC 19680774,Banquet
PC 19680775,Seated Figure
PC 19680775,Female
PC 19680776,Female
PC 19680776,Flower
PC 19680776,Seated Figure
PC 19680777,Seated Figure
PC 19680778,0
PC 19680779,Rosette
PC 19680780,Feline
PC 19680781,0
PC 19680782,0
PC 19680783,0
PC 19680784,Rosette
PC 19680785,0
PC 19680786,0
PC 19680787,0
PC 19680788,0
PC 19680789,0
PC 19680790,0
PC 19680791,0
PC 19680792,0
PC 19680793,0
PC 19680794,0
PC 19680795,0
PC 19680796,0
PC 19680797,0
PC 19680798,0
PC 19680799,0
PC 19680800,0
PC 19680801,0
PC 19680802,0
PC 19680803,0
PC 19680804,0
PC 19680805,0
PC 19680806,0
PC 19680807,0
PC 19680808,0
PC 19680809,0
PC 19680810,0
PC 19680811,0
PC 19681025,0
PC 19681026,0
PC 19681027,0
PC 19681030,0
PC 19681031,0
PC 19681032,Notches
PC 19681033,0
PC 19681034,0
PC 19681035,0
PC 19681036,0
PC 19681037,0
PC 19681038,0
PC 19681039,0
PC 19681041,0
PC 19681042,0
PC 19681043,0
PC 19681044,0
PC 19681045,Circles
PC 19681046,0
PC 19681047,0
PC 19681048,0
PC 19681049,0
PC 19681050,0
PC 19681051,0
PC 19690001,0
PC 19690002,0
PC 19690003,0
PC 19690004,0
PC 19690005,0
PC 19690006,Panther
PC 19690007,Palmette
PC 19690007,Dots
PC 19690008,0
PC 19690009,0
PC 19690010,Sphinx
PC 19690011,0
PC 19690012,0
PC 19690013,0
PC 19690014,Guilloche
PC 19690014,Horse Race
PC 19690015,Guilloche
PC 19690016,0
PC 19690017,0
PC 19690018,0
PC 19690019,Sphinx
PC 19690020,0
PC 19690021,Sphinx
PC 19690022,Male
PC 19690023,Banquet
PC 19690024,Guilloche
PC 19690024,Seated Figure
PC 19690025,Seated Figure
PC 19690025,Guilloche
PC 19690026,Seated Figure
PC 19690026,Guilloche
PC 19690027,Banquet
PC 19690028,Banquet
PC 19690029,Guilloche
PC 19690029,Seated Figure
PC 19690030,Seated Figure
PC 19690031,Horse Race
PC 19690032,Horse Race
PC 19690033,Guilloche
PC 19690033,Horse Race
PC 19690034,Gorgon
PC 19690035,Gorgon
PC 19690036,Seated Figure
PC 19690037,Gorgon
PC 19690037,Tongue
PC 19690038,0
PC 19690039,Seated Figure
PC 19690040,0
PC 19690041,0
PC 19690042,0
PC 19690043,0
PC 19690044,Circles
PC 19690045,0
PC 19690046,0
PC 19690047,0
PC 19690048,0
PC 19690049,Bull
PC 19690050,0
PC 19690051,0
PC 19690052,0
PC 19690053,Feline
PC 19690054,0
PC 19690055,Seated Figure
PC 19690056,0
PC 19690057,0
PC 19690058,0
PC 19690059,Animal
PC 19690060,Sphinx
PC 19690061,Sphinx
PC 19690062,Seated Figure
PC 19690063,Tongue
PC 19690063,Gorgon
PC 19690064,Palmette
PC 19690065,0
PC 19690066,0
PC 19690067,0
PC 19690068,0
PC 19690069,Guilloche
PC 19690069,Horse Race
PC 19690070,0
PC 19690071,0
PC 19690072,0
PC 19690073,Palmette
PC 19690074,0
PC 19690075,Geometric
PC 19690076,0
PC 19690077,0
PC 19690078,0
PC 19690079,0
PC 19690080,0
PC 19690081,0
PC 19690082,0
PC 19690083,Seated Figure
PC 19690083,Guilloche
PC 19690084,Procession
PC 19690084,Female
PC 19690085,Seated Figure
PC 19690086,Banquet
PC 19690086,Guilloche
PC 19690087,0
PC 19690088,0
PC 19690089,0
PC 19690090,Sphinx
PC 19690091,0
PC 19690092,0
PC 19690093,Deer
PC 19690094,Palmette
PC 19690095,Lion
PC 19690095,Panther
PC 19690095,Male
PC 19690096,0
PC 19690097,Seated Figure
PC 19690097,Guilloche
PC 19690098,Banquet
PC 19690099,Banquet
PC 19690099,Guilloche
PC 19690100,0
PC 19690101,Guilloche
PC 19690101,Banquet
PC 19690102,Procession
PC 19690102,Guilloche
PC 19690103,Bird
PC 19690104,0
PC 19690105,Guilloche
PC 19690105,Horse Race
PC 19690106,Guilloche
PC 19690106,Horse Race
PC 19690107,Banquet
PC 19690107,Guilloche
PC 19690108,Horse Race
PC 19690108,Guilloche
PC 19690109,Horse Race
PC 19690109,Guilloche
PC 19690110,Horse Race
PC 19690110,Guilloche
PC 19690111,Panther
PC 19690112,Panther
PC 19690113,Feline
PC 19690114,0
PC 19690115,0
PC 19690116,Gorgon
PC 19690116,Tongue
PC 19690117,Seated Figure
PC 19690118,Sphinx
PC 19690118,Animal
PC 19690118,Feline
PC 19690119,Sphinx
PC 19690120,0
PC 19690121,0
PC 19690122,0
PC 19690123,0
PC 19690124,0
PC 19690125,0
PC 19690126,0
PC 19690127,0
PC 19690128,0
PC 19690129,0
PC 19690130,0
PC 19690131,Sphinx
PC 19690132,0
PC 19690133,0
PC 19690134,0
PC 19690135,0
PC 19690136,0
PC 19690137,0
PC 19690138,0
PC 19690139,Panther
PC 19690140,Feline
PC 19690140,Animal
PC 19690140,Sphinx
PC 19690141,0
PC 19690142,Circles
PC 19690143,0
PC 19690144,0
PC 19690145,0
PC 19690146,Feline
PC 19690147,0
PC 19690148,0
PC 19690149,0
PC 19690150,0
PC 19690151,0
PC 19690152,0
PC 19690153,0
PC 19690154,Gorgon
PC 19690155,Bearded
PC 19690155,Bearded Head
PC 19690156,0
PC 19690157,0
PC 19690158,Horse
PC 19690159,Seated Figure
PC 19690160,0
PC 19690161,0
PC 19690162,0
PC 19690163,0
PC 19690164,Guilloche
PC 19690164,Seated Figure
PC 19690165,Horse Race
PC 19690165,Guilloche
PC 19690166,Guilloche
PC 19690166,Horse Race
PC 19690167,Guilloche
PC 19690167,Horse Race
PC 19690168,Guilloche
PC 19690168,Horse Race
PC 19690169,Horse Race
PC 19690169,Guilloche
PC 19690170,Banquet
PC 19690170,Guilloche
PC 19690171,Lion
PC 19690172,0
PC 19690173,0
PC 19690174,0
PC 19690175,0
PC 19690176,0
PC 19690177,0
PC 19690178,0
PC 19690179,0
PC 19690180,Gorgon
PC 19690181,0
PC 19690182,Animal
PC 19690183,Animal
PC 19690184,0
PC 19690185,0
PC 19690186,0
PC 19690187,0
PC 19690188,0
PC 19690189,0
PC 19690190,0
PC 19690191,Ram
PC 19690192,0
PC 19690193,0
PC 19690194,0
PC 19690195,0
PC 19690196,Sphinx
PC 19690197,0
PC 19690198,Griffin
PC 19690199,Rosette
PC 19690200,0
PC 19690201,0
PC 19690202,0
PC 19690203,0
PC 19690204,0
PC 19690205,0
PC 19690206,0
PC 19690207,0
PC 19690208,0
PC 19690209,0
PC 19690210,Feline
PC 19690210,Lion
PC 19690211,Palmette
PC 19690211,Flower
PC 19690212,0
PC 19690213,0
PC 19690214,0
PC 19690215,0
PC 19690216,0
PC 19690217,0
PC 19690218,0
PC 19690219,0
PC 19690220,Banquet
PC 19690221,0
PC 19690222,0
PC 19690223,Quadruped
