label,Motif,Decorative_Technique
PC 19890072,"[""Tongue""]","[""Incised"", ""Stamped""]"
VdM 20060068,0,0
PC 19700333,"[""Animal"", ""Feline""]","[""Molded""]"
PC 19780125,0,0
PC 19880090,"[""Animal""]",0
PC 19780030,"[""Potnia Theron""]","[""Impressed""]"
PC 20050103,0,0
PC 20130175,0,0
PC 20030034,0,0
PC 19940149,0,0
PC 19700131,0,"[""Incised""]"
PC 19830043,0,0
PC 19660118,"[""Procession"", ""Guilloche"", ""Female""]",0
PC 19760122,0,0
PC 19770239,0,0
PC 19890018,0,0
PC 19880180,0,0
PC 19660119,"[""Male""]",0
PC 19710362,0,0
PC 19670109,"[""Gorgon"", ""Tongue""]","[""Relief""]"
PC 20120110,0,0
PC 19660123,"[""Procession"", ""Female""]",0
PC 20080109,0,0
VdM 20175060,0,"[""Slipped""]"
PC 19720014,0,0
PC 19780001,"[""Circles""]",0
PC 20090011,0,"[""Incised""]"
PC 19840170,0,"[""Incised""]"
PC 19710251,0,0
PC 19720339,0,0
PC 20190089,0,"[""Ridged""]"
PC 20190110,0,0
PC 19840196,0,"[""Inscribed""]"
PC 19810041,"[""Banquet"", ""Guilloche""]",0
PC 19980090,0,"[""Ridged""]"
PC 19710285,"[""Gorgon"", ""Tongue""]",0
PC 20030040,0,0
PC 19770256,"[""Banquet"", ""Guilloche""]",0
PC 19710692,0,"[""Inlay"", ""Incised""]"
PC 20050004,0,0
PC 19770030,0,0
PC 19840187,0,0
PC 19710062,0,0
PC 19710657,"[""Lotus"", ""Flower""]","[""Incised""]"
PC 19690715,0,"[""Incised""]"
PC 19940014,0,0
PC 19710154,"[""Gorgon""]","[""Relief""]"
PC 19930112,0,0
PC 19760085,"[""Banquet"", ""Guilloche""]",0
VdM 20060183,0,0
PC 20090209,0,0
PC 19710726,0,"[""Incised""]"
PC 19860061,0,"[""Molded"", ""Relief""]"
PC 19890095,0,0
PC 20030138,"[""Lotus"", ""Palmette""]","[""Stamped""]"
PC 19780049,0,0
PC 19770101,"[""Gorgon""]",0
PC 19830048,0,0
PC 19790100,0,0
PC 19730240,0,0
PC 19890053,0,0
PC 19950153,0,0
PC 19680152,0,"[""Painted""]"
PC 19710240,0,0
PC 19690039,"[""Seated Figure""]",0
PC 19690342,"[""Rosette""]","[""Molded""]"
PC 20100004,0,0
PC 20160058,0,"[""Incised""]"
PC 19760174,0,0
VdM 20165062,0,0
PC 19730232,0,0
PC 19950102,0,0
PC 19990083,0,0
PC 19850174,0,0
PC 20140079,0,0
PC 20080023,0,0
VdM 20175062,0,"[""Painted""]"
PC 19800182,0,"[""Painted""]"
PC 20170026,0,0
PC 20040036,0,0
PC 19790056,0,0
PC 19730007,0,"[""Fluted""]"
PC 19940153,0,0
PC 19760098,0,0
PC 19970141,0,"[""Inscribed"", ""Incised""]"
PC 19710617,"[""Circles""]","[""Incised""]"
PC 20070036,0,"[""Incised""]"
PC 20040101,0,0
PC 19760025,0,0
PC 19900029,0,0
PC 19770117,0,"[""Incised"", ""Inscribed""]"
PC 20070298,0,0
PC 19840201,0,"[""Inscribed""]"
PC 19680480,"[""Rosette"", ""Meander""]","[""Painted""]"
PC 19790111,0,0
PC 19870004,0,0
PC 19780137,0,0
PC 19680206,"[""Gorgon""]",0
PC 19710225,0,0
PC 19780044,"[""Banquet"", ""Guilloche""]",0
PC 19680497,0,"[""Painted""]"
PC 19730315,"[""Female""]","[""Molded""]"
PC 19770237,0,"[""Stamped""]"
PC 19800099,0,"[""Fluted""]"
PC 19770079,"[""Banquet"", ""Dots"", ""Guilloche""]","[""Relief""]"
PC 19790105,0,0
PC 19880169,0,0
PC 20050024,0,"[""Ridged""]"
PC 20040109,0,0
PC 19880168,0,0
PC 19720160,"[""Animal"", ""Griffin"", ""Lion""]","[""Incised""]"
PC 20140019,0,0
PC 19790046,0,0
PC 19760069,0,0
PC 19700248,"[""Seated Figure""]",0
PC 20070201,0,0
PC 19700071,"[""Female""]","[""Relief""]"
PC 19760036,0,"[""Painted""]"
PC 19970039,0,0
PC 19940042,0,0
PC 19770089,"[""Banquet""]","[""Relief""]"
PC 19830053,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19680385,"[""Seated Figure"", ""Procession""]",0
PC 19760164,0,0
PC 19710219,0,0
PC 19880120,0,0
PC 19670537,"[""Seated Figure""]",0
PC 19680240,0,0
PC 19700396,0,0
PC 20080082,0,0
VdM 20060093,0,0
PC 19710784,0,0
PC 20090124,0,"[""Beveled""]"
PC 19710408,0,0
PC 19670176,"[""Rosette"", ""Feline""]","[""Molded"", ""Cavetto""]"
PC 19680609,0,0
PC 19660152,0,"[""Applique""]"
PC 19750064,0,0
PC 19760043,0,0
PC 19770161,"[""Geometric""]",0
PC 20080198,0,0
PC 20090058,0,0
VdM 20155067,0,0
PC 19730325,0,0
PC 19860070,0,0
PC 19720315,0,"[""Painted"", ""Cavetto""]"
PC 20090204,0,0
PC 19720029,0,"[""Fluted""]"
PC 19680226,"[""Gorgon""]",0
PC 19880010,"[""Feline""]",0
PC 19710746,0,0
PC 19690344,"[""Rosette""]","[""Molded""]"
PC 19760011,0,0
PC 19680424,0,"[""Incised""]"
PC 19710414,0,0
PC 19770003,0,0
PC 20080144,0,0
PC 19680169,0,"[""Painted""]"
PC 19870074,0,0
PC 19850059,0,0
PC 20130134,0,0
PC 20080057,0,"[""Stamped""]"
PC 19780119,0,"[""Impressed"", ""Painted""]"
PC 19980061,0,"[""Ridged""]"
PC 20080088,0,0
PC 20140055,0,0
PC 20070217,0,0
PC 20140069,0,0
PC 19780143,0,0
PC 19790168,0,"[""Pierced""]"
PC 19880162,0,0
PC 20150003,0,0
PC 19680182,0,0
PC 19830107,0,0
VdM 20155077,0,0
PC 19710621,0,0
PC 20050112,0,"[""Impressed""]"
PC 19660092,"[""Seated Figure"", ""Flower"", ""Lotus""]",0
PC 19800213,0,0
PC 20130142,0,0
PC 19840186,0,0
PC 19700296,"[""Gorgon""]",0
PC 19710397,0,"[""Incised""]"
PC 20070211,0,0
PC 19700331,0,0
PC 20020030,"[""Seated Figure""]",0
PC 19950119,0,0
PC 19710405,0,0
PC 19830007,0,0
PC 19870091,"[""Circles"", ""Guilloche""]","[""Inlay"", ""Incised""]"
PC 20070192,0,0
PC 19920039,0,"[""Fenestrated""]"
PC 19700261,"[""Banquet""]",0
PC 19700167,0,"[""Painted""]"
PC 19710776,0,0
PC 20030030,0,0
PC 19690225,"[""Horse Race"", ""Guilloche""]",0
PC 19690029,"[""Seated Figure"", ""Guilloche""]",0
PC 19710067,0,0
PC 20160081,0,0
VdM 20060087,0,0
PC 20070216,0,0
PC 20010040,0,"[""Painted"", ""Applique""]"
PC 19870023,0,"[""Fluted""]"
PC 19930041,0,0
VdM 20165040,0,0
PC 20150012,0,0
PC 20070073,0,0
PC 20080185,0,0
PC 19940122,0,"[""Painted""]"
PC 19700372,"[""Seated Figure""]",0
PC 19780039,"[""Banquet"", ""Guilloche""]",0
PC 19940006,0,0
PC 19720038,0,0
PC 20140106,0,0
PC 19690174,0,0
PC 19940158,0,"[""Painted""]"
PC 19780198,0,0
PC 19680437,"[""Dots""]","[""Painted""]"
PC 20090010,0,"[""Ridged""]"
VdM 20165009,0,0
PC 19700043,"[""Dots""]",0
PC 19720071,0,"[""Finger Incised""]"
PC 20090289,0,0
PC 19730101,0,0
PC 19800137,0,0
PC 20140028,0,0
VdM 20155068,0,0
PC 19940026,0,"[""Inlay""]"
PC 19800017,0,0
PC 20090224,0,0
PC 20070181,0,0
PC 19830059,"[""Guilloche""]","[""Inlay""]"
PC 19830041,0,0
PC 19680204,"[""Gorgon""]",0
PC 19710533,"[""Volute"", ""Bean""]","[""Applique"", ""Relief""]"
PC 20150025,0,0
PC 20050123,0,0
PC 20080024,0,"[""Incised""]"
PC 19720352,0,0
PC 19790240,0,0
PC 19880186,"[""Female""]",0
PC 19870122,0,0
PC 19840027,0,0
PC 19920036,0,"[""Fenestrated""]"
PC 19680405,0,0
PC 19660091,"[""Bird"", ""Procession"", ""Seated Figure""]",0
PC 19930022,0,0
PC 19880145,0,0
PC 19710777,"[""Lion"", ""Feline"", ""Rosette""]","[""Incised"", ""Painted""]"
PC 19800027,0,"[""Incised""]"
PC 19800136,0,"[""Incised""]"
PC 19720342,"[""Bean""]","[""Applique""]"
PC 19870156,0,0
PC 19790032,0,0
PC 19700397,0,0
PC 19760070,0,0
PC 19780169,0,0
PC 19730055,0,0
PC 19790079,0,"[""Incised""]"
VdM 20060056,0,"[""Fenestrated""]"
PC 19830056,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19701000,0,0
PC 19780192,0,0
PC 19740038,"[""Rosette""]",0
PC 19710435,"[""Gorgon""]",0
PC 19950188,0,0
PC 19750035,0,"[""Incised""]"
PC 20140083,0,0
PC 20050136,0,"[""Stamped""]"
PC 20150069,0,0
VdM 20060206,0,0
PC 20040107,0,0
PC 19990094,0,"[""Painted""]"
PC 19760010,0,0
PC 20160033,0,0
PC 19830055,"[""Guilloche""]","[""Inlay""]"
PC 19660047,"[""Horse""]","[""Painted""]"
PC 19750002,"[""Feline""]",0
PC 19890108,0,0
PC 19960108,0,0
PC 19660083,"[""Procession"", ""Guilloche"", ""Female""]",0
PC 20030105,0,"[""Cavetto""]"
PC 19690017,0,"[""Incised""]"
PC 20080102,0,0
VdM 20165092,0,0
PC 19780120,0,0
PC 19750051,"[""Gorgon""]",0
PC 19970038,0,0
PC 19870114,0,0
PC 19940023,0,0
PC 19980170,0,0
PC 19940106,0,0
PC 19720093,"[""Gorgon""]",0
PC 19770287,"[""Banquet"", ""Guilloche""]",0
PC 19830060,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19770182,"[""Circles""]",0
PC 20130207,0,0
PC 20130196,0,0
PC 19710111,"[""Dots"", ""Circles""]","[""Impressed"", ""Incised""]"
PC 19710525,"[""Gorgon""]",0
PC 20190002,0,0
PC 19760035,0,"[""Painted""]"
PC 20010060,0,"[""Painted""]"
PC 19660287,"[""Seated Figure""]",0
VdM 20165010,"[""Circles""]","[""Incised""]"
PC 19720035,0,0
PC 20130173,0,0
PC 19970142,0,0
VdM 20155116,0,"[""Slipped""]"
PC 19681035,0,"[""Inscribed""]"
PC 19930140,0,"[""Painted""]"
PC 19700279,"[""Gorgon""]",0
PC 19770056,0,"[""Incised""]"
PC 19750060,0,"[""Incised""]"
PC 20040029,0,0
PC 19790135,"[""Procession""]",0
PC 19820090,0,0
PC 20090185,0,0
PC 19680505,0,0
PC 20010034,0,"[""Incised""]"
PC 19770153,0,"[""Relief"", ""Molded""]"
PC 19710373,0,0
PC 19720365,"[""Bean""]","[""Applique""]"
PC 19940050,0,"[""Inlay""]"
PC 19890058,0,0
PC 19890144,0,0
PC 19890156,0,0
PC 19950182,"[""Circles""]","[""Incised"", ""Painted""]"
PC 19880084,0,0
PC 19960052,0,"[""Cavetto""]"
PC 19670338,0,"[""Molded""]"
PC 19930076,0,0
PC 19780170,0,0
PC 19780078,0,0
PC 20090189,0,0
PC 19750121,0,0
PC 19830054,"[""Guilloche""]","[""Inlay""]"
VdM 20175037,0,0
PC 19680631,0,0
PC 19720070,0,"[""Finger Incised""]"
PC 19700032,0,"[""Incised""]"
PC 20130212,0,0
PC 19850073,0,0
PC 19810120,0,"[""Painted""]"
PC 19980184,0,0
PC 19710658,"[""Lotus""]","[""Incised""]"
PC 19830004,0,0
PC 19980181,0,0
PC 20050065,0,"[""Ridged""]"
PC 19770197,0,0
PC 19790084,"[""Gorgon""]",0
PC 19780059,"[""Procession"", ""Guilloche""]",0
PC 19711040,"[""Lotus""]","[""Painted""]"
PC 19830058,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19770142,0,0
PC 19830057,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19660133,"[""Seated Figure""]",0
PC 19730237,0,0
PC 20100072,0,0
VdM 20155053,0,0
PC 19800117,0,"[""Fluted""]"
PC 19680449,"[""Banquet""]","[""Painted""]"
PC 19800193,"[""Guilloche""]","[""Incised""]"
PC 20130226,0,0
PC 20090239,0,"[""Scalloped""]"
VdM 20155107,0,"[""Incised""]"
PC 19980118,0,0
PC 19930011,0,0
PC 19660051,"[""Horse Race""]",0
PC 19710952,0,"[""Incised""]"
VdM 20165083,0,0
PC 19870151,"[""Female""]",0
PC 19860068,0,"[""Painted""]"
PC 20170012,0,"[""Pierced""]"
PC 19720464,0,"[""Painted"", ""Pierced""]"
PC 19720073,0,0
PC 19880003,0,0
PC 19940034,0,0
PC 20120010,0,0
PC 20110009,0,0
PC 20080184,0,0
PC 19950005,0,0
PC 20140053,0,0
PC 20050081,0,"[""Incised""]"
PC 20080018,0,0
PC 19900076,"[""Guilloche""]","[""Inlay"", ""Incised"", ""Beveled""]"
PC 19790109,0,0
PC 19900075,"[""Guilloche""]","[""Inlay"", ""Incised"", ""Beveled""]"
PC 20140027,0,0
VdM 20165142,0,0
PC 19880051,0,0
PC 19820170,0,0
PC 20080114,0,"[""Stamped""]"
VdM 20060065,0,0
PC 19710115,0,"[""Fluted"", ""Molded""]"
PC 19700025,0,0
PC 19680582,0,0
PC 19680564,0,0
PC 19970016,0,0
PC 19870011,0,0
PC 19770171,"[""Banquet""]","[""Relief""]"
PC 19870109,0,0
PC 20090061,0,0
PC 19660078,"[""Procession"", ""Female""]",0
PC 19760030,"[""Banquet""]",0
PC 19850089,0,0
PC 19710610,0,"[""Incised""]"
VdM 20165042,0,0
PC 20110063,0,0
PC 20030009,0,"[""Incised""]"
PC 20090266,0,0
PC 19690339,"[""Seated Figure""]",0
PC 19710434,"[""Gorgon"", ""Tongue""]",0
PC 19810102,0,0
PC 19800179,0,"[""Painted""]"
PC 20070045,0,0
PC 19810117,0,"[""Painted""]"
PC 19710389,0,"[""Painted""]"
PC 19910023,0,0
PC 19660185,"[""Banquet""]","[""Molded"", ""Cavetto""]"
PC 19790110,0,0
PC 19880160,0,0
PC 19700351,"[""Seated Figure""]",0
PC 19670193,"[""Banquet""]",0
PC 20160022,0,"[""Incised""]"
PC 19730065,0,0
PC 20090028,0,0
PC 19900024,0,0
PC 19660260,"[""Banquet"", ""Female"", ""Seated Figure""]",0
PC 19980048,0,0
VdM 20165039,0,0
PC 19960087,0,0
PC 20010059,0,"[""Impressed""]"
PC 19760053,0,0
PC 20070052,0,"[""Cavetto""]"
PC 19780080,0,0
PC 19710144,0,"[""Stamped"", ""Inscribed""]"
PC 20090205,0,0
PC 20040038,0,0
PC 19710870,0,0
PC 20050057,0,"[""Ridged""]"
PC 19710426,"[""Gorgon""]",0
PC 20090098,0,0
PC 20070218,0,0
PC 20090240,0,0
PC 20170042,0,0
PC 19690191,"[""Ram""]","[""Molded""]"
PC 19660302,"[""Seated Figure""]",0
PC 19710669,0,"[""Incised""]"
PC 19720042,0,"[""Incised""]"
PC 19810169,0,0
PC 19860002,0,"[""Inlay"", ""Incised""]"
PC 19770196,0,0
PC 19730214,0,0
PC 20160057,0,0
PC 19710170,"[""Meander""]","[""Painted""]"
PC 19950041,0,0
PC 19810068,0,0
PC 19710230,0,0
PC 19970019,0,0
PC 19940025,0,0
PC 19720008,0,"[""Pierced"", ""Stamped""]"
PC 19800230,0,"[""Incised""]"
PC 19790087,0,0
PC 19700229,0,0
PC 19700273,0,"[""Painted""]"
PC 19890172,0,0
PC 19680583,"[""Seated Figure""]",0
PC 19660238,"[""Rosette""]","[""Molded""]"
PC 19710388,0,"[""Incised"", ""Painted""]"
PC 19680381,"[""Procession""]",0
PC 19950090,0,0
PC 19700128,0,0
PC 19680426,"[""Bird""]","[""Incised""]"
PC 19790241,0,0
PC 20110015,0,0
PC 19680617,0,0
PC 19730078,0,0
VdM 20165144,0,"[""Ridged""]"
PC 19870067,0,0
PC 19720421,0,0
PC 19850162,0,0
PC 19720106,"[""Gorgon""]",0
PC 19660049,"[""Horse Race"", ""Guilloche""]",0
PC 19940166,0,0
PC 19700242,"[""Gorgon""]",0
PC 19760039,0,"[""Painted""]"
PC 19840067,0,"[""Beveled""]"
PC 19660017,"[""Female""]","[""Incised"", ""Molded"", ""Plastic""]"
PC 20110011,0,0
PC 20040181,0,0
PC 19710168,0,"[""Fluted"", ""Molded""]"
PC 19660180,0,"[""Incised""]"
PC 19810055,0,0
PC 19670039,"[""Horse""]",0
PC 19660158,"[""Horse Race""]",0
PC 19890160,0,0
PC 19700016,0,"[""Incised""]"
PC 19710439,"[""Gorgon""]",0
VdM 20165063,0,0
PC 19770276,"[""Banquet""]","[""Cavetto""]"
VdM 20165019,0,0
PC 20140078,0,0
PC 20080066,0,"[""Stamped""]"
PC 19880042,0,0
PC 19870101,0,0
PC 19890158,0,0
PC 19680515,0,0
PC 19960118,0,0
PC 20070296,0,"[""Fenestrated""]"
PC 19790086,"[""Horse Race"", ""Guilloche""]",0
PC 19700158,"[""Circles""]",0
VdM20165115,0,"[""Incised""]"
PC 19680448,"[""Banquet""]",0
PC 19720156,"[""Animal"", ""Dots""]",0
PC 20140025,0,0
PC 19690104,0,"[""Incised""]"
PC 19690019,"[""Sphinx""]",0
PC 19880138,0,0
PC 19660086,"[""Procession""]",0
PC 19780038,"[""Horse Race""]",0
PC 19870034,0,"[""Painted""]"
PC 19900017,0,0
PC 20080136,0,0
PC 19690157,0,0
PC 19710644,0,"[""Incised""]"
PC 19800219,"[""Horse Race""]",0
PC 19680290,"[""Gorgon""]",0
VdM 20165043,0,0
PC 20070278,0,0
PC 19970143,0,0
PC 19770148,0,0
PC 19700328,0,0
PC 20080005,0,"[""Incised""]"
PC 20190093,0,0
PC 19670013,"[""Geometric""]",0
PC 19700013,0,"[""Incised"", ""Painted""]"
PC 20120238,0,0
PC 19960008,"[""Circles""]","[""Stamped"", ""Incised""]"
PC 19730096,"[""Banquet""]",0
PC 19710231,0,"[""Incised""]"
VdM 20060152,0,0
PC 19790120,0,0
PC 20120230,0,0
PC 19800016,0,0
PC 19770233,0,"[""Pierced""]"
PC 19880074,0,"[""Incised"", ""Stamped""]"
PC 19710277,"[""Dots"", ""Guilloche""]","[""Relief"", ""Stamped"", ""Molded""]"
PC 19940089,0,0
PC 20030135,0,"[""Fenestrated""]"
PC 20120170,0,0
PC 20160047,0,0
PC 20090042,0,0
PC 19700383,"[""Procession""]",0
PC 19960100,0,0
PC 19710430,"[""Gorgon""]",0
PC 19850053,0,"[""Incised""]"
PC 19680391,"[""Procession"", ""Female""]","[""Painted""]"
VdM 20060027,0,0
PC 19870147,0,0
PC 19720050,0,"[""Finger Incised""]"
VdM 20060016,0,"[""Incised""]"
PC 19820067,"[""Feline""]",0
PC 19800101,0,"[""Incised""]"
PC 19700164,0,"[""Incised"", ""Painted""]"
PC 20050002,0,0
PC 19880127,"[""Feline""]",0
PC 19690357,"[""Feline""]",0
PC 19970035,0,0
PC 19710108,0,0
PC 20050038,0,0
PC 20070346,0,0
PC 19700252,0,"[""Roulette"", ""Incised"", ""Impressed""]"
PC 20090154,0,0
PC 19900081,0,0
PC 20040010,0,"[""Cavetto""]"
PC 19660283,"[""Seated Figure""]",0
PC 19710396,0,0
PC 19800147,"[""Banquet""]","[""Painted""]"
PC 19690132,0,0
PC 19680218,0,"[""Incised""]"
PC 19710374,0,"[""Impressed"", ""Molded""]"
PC 19780194,0,"[""Incised"", ""Impressed""]"
PC 20080058,0,0
PC 19710601,0,"[""Fluted""]"
PC 19870138,"[""Notches""]",0
PC 19710436,"[""Gorgon""]",0
PC 20010076,0,"[""Impressed"", ""Stamped""]"
PC 20040156,0,"[""Incised"", ""Stamped""]"
PC 19681047,0,"[""Inscribed""]"
PC 19670084,0,0
PC 19730286,0,"[""Incised"", ""Molded""]"
PC 19720100,"[""Gorgon""]",0
PC 19870133,0,0
PC 20030112,0,0
PC 20090031,0,0
PC 20160051,0,"[""Incised""]"
PC 19710370,0,0
PC 20190054,0,0
VdM 20165046,0,0
PC 19670019,"[""Gorgon"", ""Tongue""]","[""Relief""]"
PC 20140031,0,0
PC 19830005,0,"[""Fluted"", ""Molded""]"
PC 19900098,"[""Vegetal""]",0
PC 20160015,0,0
PC 20160027,0,0
PC 19730116,"[""Banquet"", ""Guilloche""]",0
PC 19690376,0,"[""Incised""]"
PC 19700120,0,"[""Incised""]"
PC 19950064,0,0
PC 20080172,0,0
PC 19680644,"[""Feline""]",0
PC 19700037,"[""Gorgon"", ""Tongue""]",0
PC 19700174,"[""Circles""]","[""Incised""]"
PC 20140096,0,0
PC 20090203,0,0
PC 20180053,0,0
PC 20170015,0,0
PC 19820147,"[""Gorgon""]",0
PC 19660058,0,0
PC 19770076,0,0
PC 19770160,0,0
PC 19790206,0,0
PC 19660307,0,"[""Incised""]"
PC 19710437,"[""Gorgon""]",0
PC 20140024,0,0
PC 20130153,0,"[""Pierced""]"
PC 19780147,0,0
PC 19680154,"[""Gorgon""]",0
PC 19710368,0,0
PC 20080168,0,0
PC 19780133,0,0
PC 19680409,"[""Horse Race""]","[""Painted""]"
PC 19800098,"[""Gorgon""]",0
PC 19760095,0,0
PC 19660046,"[""Banquet""]",0
PC 19710367,0,0
PC 20070333,0,0
PC 20080163,0,0
PC 19690058,0,0
PC 19710259,"[""Cross-Hatched"", ""Lotus"", ""Flower""]","[""Incised""]"
PC 19710529,"[""Gorgon""]",0
PC 19700041,0,"[""Incised""]"
PC 19830083,0,0
PC 19770195,0,0
PC 19840189,0,"[""Painted""]"
PC 19660072,"[""Procession"", ""Guilloche"", ""Female""]",0
PC 20050139,0,0
PC 19700157,"[""Gorgon""]",0
PC 19710250,0,"[""Incised""]"
PC 19720232,"[""Horse Race""]",0
PC 19990084,0,"[""Ridged""]"
PC 20000060,0,0
PC 19720096,"[""Gorgon""]",0
PC 20140064,0,0
PC 19690298,"[""Feline""]",0
PC 20160071,0,0
PC 19710530,"[""Gorgon""]",0
PC 20160083,0,"[""Incised""]"
PC 19970031,0,0
PC 20140077,0,0
PC 20050033,0,0
PC 20110036,0,0
PC 19750004,0,0
PC 19710684,"[""Animal""]","[""Inscribed"", ""Incised"", ""Letters""]"
PC 19820195,"[""Female""]",0
PC 19880103,0,0
PC 19910032,0,"[""Stamped"", ""Incised""]"
PC 19700111,0,0
PC 19900030,0,0
PC 20100081,0,0
PC 19850055,0,0
PC 19930092,0,"[""Painted""]"
PC 19810081,0,0
PC 20170038,0,0
PC 19940110,0,0
VdM 20165044,0,0
PC 19960037,0,"[""Impressed""]"
PC 19820013,0,"[""Incised""]"
PC 19710438,"[""Gorgon""]",0
PC 19710578,0,0
PC 19760046,0,"[""Incised""]"
PC 19780034,0,"[""Incised""]"
PC 20080104,0,0
PC 19770254,"[""Banquet"", ""Guilloche""]",0
PC 19830018,0,0
PC 19800170,0,"[""Inscribed""]"
PC 19810091,0,0
PC 19840215,0,0
PC 19730062,0,0
PC 20010025,0,0
PC 19710427,"[""Gorgon""]",0
PC 19780247,"[""Feline""]",0
PC 19880171,0,0
PC 19920038,0,"[""Fenestrated""]"
PC 20070180,"[""Tongue""]",0
PC 19680208,"[""Gorgon""]",0
PC 19660062,"[""Lotus"", ""Female"", ""Procession""]",0
PC 20080008,0,0
PC 20080132,0,0
PC 20190075,0,0
PC 19710356,0,0
PC 19700461,"[""Rabbit""]",0
PC 19930084,0,0
PC 19730275,"[""Female""]","[""Incised""]"
PC 19730317,"[""Seated Figure"", ""Animal"", ""Male""]","[""Incised"", ""Molded"", ""Relief""]"
PC 20090082,"[""Banquet""]",0
PC 20110056,0,0
PC 19770036,0,"[""Fluted"", ""Incised""]"
PC 19780227,"[""Braid""]","[""Incised""]"
PC 19660075,"[""Procession"", ""Female""]",0
PC 19710050,0,"[""Incised""]"
PC 20070266,0,0
PC 19700057,0,0
PC 19820006,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 20160029,0,"[""Incised""]"
PC 19790142,0,0
PC 20030042,0,0
PC 20090206,0,0
PC 19880161,0,0
PC 19660308,0,0
PC 19940024,0,0
PC 19710432,"[""Gorgon""]",0
PC 19730251,0,0
PC 19750111,0,0
PC 19940107,0,0
PC 19780040,"[""Circles""]","[""Impressed""]"
VdM 20060214,0,0
PC 19780118,0,0
PC 19700105,0,0
PC 19720090,"[""Gorgon""]",0
PC 19730169,"[""Horse Race"", ""Guilloche""]",0
PC 19950024,0,"[""Relief""]"
PC 19670340,"[""Seated Figure"", ""Guilloche""]",0
PC 19730094,"[""Procession""]",0
PC 20090217,0,0
VdM 20165135,0,0
PC 19680291,"[""Gorgon""]",0
PC 19810121,0,"[""Painted""]"
PC 19790041,"[""Banquet""]",0
PC 20110018,0,0
PC 20190053,0,0
PC 19770265,"[""Banquet"", ""Guilloche""]",0
PC 19700028,"[""Circles""]","[""Stamped""]"
PC 19680095,"[""Horse Race""]",0
PC 19740026,0,"[""Incised""]"
PC 19730108,"[""Rosette""]","[""Stamped"", ""Molded""]"
PC 19890151,0,0
PC 19940010,0,0
PC 19960089,0,"[""Cavetto""]"
PC 19720324,0,0
PC 20160021,0,"[""Ridged""]"
PC 20040192,0,0
PC 20070111,0,0
PC 19680637,"[""Feline""]",0
PC 19730115,0,"[""Painted"", ""Cavetto""]"
PC 19680039,0,"[""Painted"", ""Molded""]"
PC 20130060,0,0
PC 19690059,"[""Animal""]",0
PC 20090101,0,0
PC 19860059,"[""Palmette""]","[""Inlay"", ""Incised""]"
PC 19730174,"[""Horse Race""]",0
PC 19690317,"[""Banquet""]",0
PC 19760148,0,0
PC 19710532,"[""Gorgon""]",0
PC 19880035,"[""Dots""]","[""Incised"", ""Inscribed""]"
PC 19710431,"[""Gorgon""]",0
PC 19980114,0,0
PC 19730193,0,0
PC 19960115,0,0
PC 19770185,0,0
PC 19810160,0,"[""Inscribed""]"
PC 20180071,0,0
PC 19710027,0,"[""Incised""]"
PC 19780071,0,0
PC 19730104,"[""Banquet"", ""Guilloche"", ""Procession""]",0
PC 19680502,"[""Rosette""]","[""Cavetto""]"
PC 19670474,"[""Seated Figure""]",0
VdM 20165030,0,0
PC 19770164,0,"[""Incised""]"
PC 19970145,0,0
PC 19880106,0,"[""Incised"", ""Painted""]"
PC 19700280,0,"[""Relief"", ""Molded""]"
PC 19700449,"[""Rabbit""]","[""Cavetto""]"
PC 19790048,0,0
PC 19770222,0,0
PC 20080154,0,0
PC 20190041,0,0
PC 19660124,"[""Procession""]",0
PC 19890090,"[""Feline""]",0
PC 19820178,0,0
PC 20090218,0,0
PC 20080034,0,0
VdM 20175058,0,0
PC 19830105,0,"[""Incised""]"
PC 19730182,"[""Banquet"", ""Guilloche""]",0
PC 19660087,"[""Procession""]",0
PC 19660259,"[""Animal""]",0
PC 19770109,0,0
PC 19710418,0,0
PC 19710531,"[""Gorgon""]",0
PC 20040132,0,0
PC 19710350,0,"[""Incised""]"
PC 19800195,0,"[""Inlay"", ""Incised""]"
PC 19710278,0,"[""Relief""]"
PC 19750044,0,"[""Fluted""]"
PC 20030060,"[""Dots""]","[""Stippled""]"
PC 19770143,0,0
PC 19730092,"[""Banquet""]",0
PC 19800142,"[""Procession"", ""Guilloche""]","[""Painted""]"
PC 19680091,"[""Horse Race""]",0
PC 19690114,0,"[""Painted"", ""Molded""]"
PC 20090007,0,0
PC 20090166,0,0
PC 19850178,"[""Female""]",0
VdM 20060041,0,0
PC 20150066,0,0
PC 19770211,0,"[""Incised"", ""Applique"", ""Painted""]"
PC 19770067,0,0
PC 19680098,"[""Horse Race""]",0
PC 19750063,0,0
PC 19940063,0,0
PC 19680447,"[""Banquet""]",0
PC 19770012,0,"[""Incised""]"
PC 19950047,0,0
PC 19730187,"[""Banquet"", ""Guilloche""]",0
PC 20140061,0,0
PC 19720037,0,"[""Incised""]"
PC 19770192,0,"[""Incised""]"
PC 19840191,"[""Feline""]",0
PC 19770062,0,0
PC 19700411,0,0
